#META
episodeId,episodeTitle,firstNodeId
StrangeCoin_1,이상한 동전 - 1,222be7dc-ff4c-4d58-b49c-07be7439c88d_0

#TRIGGER
minDay,requiredFlags,blockedFlags,prerequisiteEpisodeIds,requiredVars
0,,,StrangeCoin_0,

#OPENING_CHARS
characterKey,expressionKey,slotIndex
f54,mid,2
,,-1

#NODES
nodeId,speakerKey,overrideSpeakerName,text,nextNodeId,requiresCrafting,craftingTicketKey,nextNodeIdGood,nextNodeIdBad,bgmCommand,bgmClipName,craftingFlagGood,craftingFlagBad,craftingVarChangesGood,craftingVarChangesBad
73051ec6-7d42-4ea6-807b-3b6d59d96c6f_0,f72,smile,0
73051ec6-7d42-4ea6-807b-3b6d59d96c6f_0,sally,angry,1
941b4ab7-a2c6-446e-a2da-09a1203eb356_0,f54,angry,2
941b4ab7-a2c6-446e-a2da-09a1203eb356_0,f72,smile,0
941b4ab7-a2c6-446e-a2da-09a1203eb356_0,sally,angry,1
b1f323f2-cac6-4b71-8090-2beef9cd6ec9_0,f54,frust,2
b1f323f2-cac6-4b71-8090-2beef9cd6ec9_0,f72,smile,0
b1f323f2-cac6-4b71-8090-2beef9cd6ec9_0,sally,angry,1
093bfb98-ada0-4b12-addf-391694dee11b_0,f54,frust,2
093bfb98-ada0-4b12-addf-391694dee11b_0,f72,smile,0
093bfb98-ada0-4b12-addf-391694dee11b_0,sally,angry,1
ade09ed7-4860-4c3b-9fe8-475f1967a35f_0,f54,frust,2
ade09ed7-4860-4c3b-9fe8-475f1967a35f_0,f72,annoy,0
ade09ed7-4860-4c3b-9fe8-475f1967a35f_0,sally,angry,1
d3850cb3-3156-43da-9f4a-dab9296e17ce_0,f54,serious,2
d3850cb3-3156-43da-9f4a-dab9296e17ce_0,f72,annoy,0
d3850cb3-3156-43da-9f4a-dab9296e17ce_0,sally,angry,1
18804078-8cc2-424f-9771-cfba2780004a_0,f54,serious,2
18804078-8cc2-424f-9771-cfba2780004a_0,f72,annoy,0
18804078-8cc2-424f-9771-cfba2780004a_0,sally,mid,1
cedc1640-84ff-4966-bc44-d8dcd5a31b83_0,f54,serious,2
cedc1640-84ff-4966-bc44-d8dcd5a31b83_0,f72,frust,0
cedc1640-84ff-4966-bc44-d8dcd5a31b83_0,sally,mid,1
ece9771f-0a5b-4fdb-b36e-e9791255ccb4_0,f54,serious,2
ece9771f-0a5b-4fdb-b36e-e9791255ccb4_0,f72,frust,0
ece9771f-0a5b-4fdb-b36e-e9791255ccb4_0,sally,mid,1
40507ab4-54c5-4a22-b837-9d9a7c566724_0,f54,serious,2
40507ab4-54c5-4a22-b837-9d9a7c566724_0,f72,frust,0
40507ab4-54c5-4a22-b837-9d9a7c566724_0,sally,mid,1
506d99be-07bc-406a-a9a0-c322d620ac70_0,f54,angry,2
506d99be-07bc-406a-a9a0-c322d620ac70_0,f72,frust,0
506d99be-07bc-406a-a9a0-c322d620ac70_0,sally,mid,1
4441e55f-0805-4cd9-a83e-c80ff4142480_0,f54,angry,2
4441e55f-0805-4cd9-a83e-c80ff4142480_0,f72,frust,0
4441e55f-0805-4cd9-a83e-c80ff4142480_0,sally,mid,1
7c7f996b-6bbc-4a60-a1fd-3d136e4a3333_0,f54,angry,2
7c7f996b-6bbc-4a60-a1fd-3d136e4a3333_0,f72,frust,0
7c7f996b-6bbc-4a60-a1fd-3d136e4a3333_0,sally,angry,1
720157b9-2119-4e22-bf5e-0ce992500850_0,f54,angry,2
720157b9-2119-4e22-bf5e-0ce992500850_0,f72,frust,0
720157b9-2119-4e22-bf5e-0ce992500850_0,sally,angry,1
4b80f3c1-88f1-4a5b-89f5-4fba4996279e_0,f54,angry,2
4b80f3c1-88f1-4a5b-89f5-4fba4996279e_0,f72,mid,0
4b80f3c1-88f1-4a5b-89f5-4fba4996279e_0,sally,mid,1
aacd87f8-1f89-4ea0-b41c-797eb5e8ab89_0,f54,angry,2
aacd87f8-1f89-4ea0-b41c-797eb5e8ab89_0,f72,frust,0
aacd87f8-1f89-4ea0-b41c-797eb5e8ab89_0,sally,angry,1
90a87d89-bf0b-4e5d-acf1-969eb26c1e5d_0,f54,angry,2
90a87d89-bf0b-4e5d-acf1-969eb26c1e5d_0,f72,mid,0
90a87d89-bf0b-4e5d-acf1-969eb26c1e5d_0,sally,mid,1
3245a40f-f615-4bce-a2ba-8b0b46d66c79_0,f54,angry,2
3245a40f-f615-4bce-a2ba-8b0b46d66c79_0,f72,frust,0
3245a40f-f615-4bce-a2ba-8b0b46d66c79_0,sally,mid,1
3c609c48-d03f-485f-9f1f-55bd16a4f3b2_0,f54,angry,2
3c609c48-d03f-485f-9f1f-55bd16a4f3b2_0,f72,mid,0
3c609c48-d03f-485f-9f1f-55bd16a4f3b2_0,sally,angry,1
39dbe5f2-f2c1-46aa-93e7-c64e3ac88cae_0,f54,frust,2
39dbe5f2-f2c1-46aa-93e7-c64e3ac88cae_0,f72,frust,0
39dbe5f2-f2c1-46aa-93e7-c64e3ac88cae_0,sally,mid,1
3e50d5d0-0206-4b6c-8681-a41648c785ca_0,f54,angry,2
3e50d5d0-0206-4b6c-8681-a41648c785ca_0,f72,mid,0
3e50d5d0-0206-4b6c-8681-a41648c785ca_0,sally,angry,1
43632108-e085-4318-b1be-3672b38a214a_0,f54,frust,2
43632108-e085-4318-b1be-3672b38a214a_0,f72,frust,0
43632108-e085-4318-b1be-3672b38a214a_0,sally,mid,1
736f20f7-bf9e-4978-ad2f-b03b1b705f23_0,f54,serious,2
736f20f7-bf9e-4978-ad2f-b03b1b705f23_0,f72,mid,0
736f20f7-bf9e-4978-ad2f-b03b1b705f23_0,sally,angry,1
e26842ff-2bfa-45db-951c-525f6b75f189_0,f54,frust,2
e26842ff-2bfa-45db-951c-525f6b75f189_0,f72,frust,0
e26842ff-2bfa-45db-951c-525f6b75f189_0,sally,mid,1
98e56c24-a3de-4d35-a678-8b1f7e80cb86_0,f54,serious,2
98e56c24-a3de-4d35-a678-8b1f7e80cb86_0,f72,mid,0
98e56c24-a3de-4d35-a678-8b1f7e80cb86_0,sally,angry,1
d142f02f-d5df-4154-bc8f-f9e8ff485dc2_0,f54,frust,2
d142f02f-d5df-4154-bc8f-f9e8ff485dc2_0,f72,frust,0
d142f02f-d5df-4154-bc8f-f9e8ff485dc2_0,sally,mid,1
ff6d227f-2578-4c88-9784-51abc4ff95ba_0,f54,serious,2
ff6d227f-2578-4c88-9784-51abc4ff95ba_0,f72,mid,0
ff6d227f-2578-4c88-9784-51abc4ff95ba_0,sally,angry,1
12659b04-406e-48dd-8fcc-bce4ab2fcf3f_0,f54,frust,2
12659b04-406e-48dd-8fcc-bce4ab2fcf3f_0,f72,frust,0
12659b04-406e-48dd-8fcc-bce4ab2fcf3f_0,sally,smile,1
5a6ec20f-7b57-4d45-b0d4-1f41360ee3d9_0,f54,serious,2
5a6ec20f-7b57-4d45-b0d4-1f41360ee3d9_0,f72,mid,0
5a6ec20f-7b57-4d45-b0d4-1f41360ee3d9_0,sally,angry,1
9926ac9b-67f4-4d63-8b48-7af7e3288040_0,f54,frust,2
9926ac9b-67f4-4d63-8b48-7af7e3288040_0,f72,mid,0
9926ac9b-67f4-4d63-8b48-7af7e3288040_0,sally,smile,1
e7654605-c07b-4115-9136-1a78f72d0ed8_0,f54,serious,2
e7654605-c07b-4115-9136-1a78f72d0ed8_0,f72,mid,0
e7654605-c07b-4115-9136-1a78f72d0ed8_0,sally,angry,1
3d395314-e467-4c01-933c-735843c60936_0,f54,frust,2
3d395314-e467-4c01-933c-735843c60936_0,f72,mid,0
3d395314-e467-4c01-933c-735843c60936_0,sally,mid,1
329911bb-0003-4528-8275-25b8617c0392_0,f54,serious,2
329911bb-0003-4528-8275-25b8617c0392_0,f72,mid,0
329911bb-0003-4528-8275-25b8617c0392_0,sally,angry,1
9b3fd0e9-d9de-4a8d-82c1-e6bc6d5de272_0,f54,frust,2
9b3fd0e9-d9de-4a8d-82c1-e6bc6d5de272_0,f72,mid,0
9b3fd0e9-d9de-4a8d-82c1-e6bc6d5de272_0,sally,mid,1
60edc501-2e28-4684-a93f-a35a2b0de338_0,f54,serious,2
60edc501-2e28-4684-a93f-a35a2b0de338_0,f72,mid,0
60edc501-2e28-4684-a93f-a35a2b0de338_0,sally,angry,1
7cb81810-f275-463c-ba9e-74c2552ddf04_0,f54,frust,2
7cb81810-f275-463c-ba9e-74c2552ddf04_0,f72,mid,0
7cb81810-f275-463c-ba9e-74c2552ddf04_0,sally,mid,1
e93b7a87-d0d2-4693-ad8b-23f31dc12471_0,f54,serious,2
e93b7a87-d0d2-4693-ad8b-23f31dc12471_0,f72,frust,0
e4a0655b-26d2-4d48-b3ac-c8815ecb02b8_0,f54,frust,2
e4a0655b-26d2-4d48-b3ac-c8815ecb02b8_0,f72,mid,0
e4a0655b-26d2-4d48-b3ac-c8815ecb02b8_0,sally,mid,1
ae7042e6-775e-4162-8498-99d42720b612_0,f54,serious,2
4477e574-2a4a-4fff-88c3-ea9891282747_0,f54,frust,2
4477e574-2a4a-4fff-88c3-ea9891282747_0,f72,mid,0
4477e574-2a4a-4fff-88c3-ea9891282747_0,sally,smile,1
f19677f6-5e16-4c29-ac13-6608974aae35_0,f54,serious,2
444a85b4-c172-408a-9627-7cd850522b0e_0,f54,frust,2
444a85b4-c172-408a-9627-7cd850522b0e_0,f72,frust,0
60bf9620-7834-4131-a170-e22f81795387_0,f54,serious,2
b8e3fd03-e387-40e2-bbec-e6ae620883df_0,f54,serious,2
d6a71a6a-dddc-419d-a948-c1e780810dd6_0,f54,mid,2
57017172-b3e9-46f5-9a91-9605c484cbb7_0,f54,serious,2
81c26d35-a9f6-40ab-b7d2-285d94de630c_0,f54,mid,2
81c26d35-a9f6-40ab-b7d2-285d94de630c_0,f54,mid,2
7ff95995-abab-48f8-9c50-726b497af4b3_0,f54,serious,2
4e0a74ac-c38d-48a2-a5a9-7edc44f9a90d_0,f54,mid,2
4e0a74ac-c38d-48a2-a5a9-7edc44f9a90d_0,f54,mid,2
83bd7ae3-8941-44ca-9e22-e6d26ca43999_0,f54,serious,2
79a2f2c6-0c67-425b-8526-c0f52392e638_0,f54,mid,2
79a2f2c6-0c67-425b-8526-c0f52392e638_0,f54,mid,2
908cf193-e72f-4443-a27e-18842a6be10f_0,f54,serious,2
07bfccb8-10a2-4520-a273-1a0a18b15642_0,f54,mid,2
07bfccb8-10a2-4520-a273-1a0a18b15642_0,f54,mid,2
7a8f8c25-33b6-43f5-9a18-8eed9c4c207e_0,f54,serious,2
e8646a9e-301b-4add-912b-70100c6a5da4_0,f54,smile,2
e8646a9e-301b-4add-912b-70100c6a5da4_0,f54,mid,2
13593503-fe96-4b59-b282-94ab39fdaeed_0,f54,serious,2
b009128d-2083-4a06-a9a1-3c009dec39e1_0,f54,mid,2
09e719b8-0e68-4306-a010-9da94aae04e8_0,f54,serious,2
093c9a16-6574-4a89-83c0-d215cb59480a_0,f54,smile,2

#CHOICES
nodeId,choiceIndex,buttonText,nextNodeId,setFlags,clearFlags,varChanges
e38e03c8-ee64-41c6-b993-3cf3ee9d621d_0,0,"손님, 당장 무기 안 집어넣으시면, 진짜 경찰 부를 거예요!",230022ad-c979-4124-b448-842e486db352_0,,,
e38e03c8-ee64-41c6-b993-3cf3ee9d621d_0,1,오늘은 못 본 척해드릴테니 이쯤 하세요.,ca461a26-8b27-440a-88bb-9fbff09c000f_0,,,sally+5
eac6a087-fba1-42fb-b80e-f7afbc244f29_0,0,<b>(화폐로 받기)</b> 공식 화폐로 주시죠. 대신 두 배로 받겠습니다.,9d6e2560-7b25-47a0-ad04-4d3da2273bcf_0,,,
eac6a087-fba1-42fb-b80e-f7afbc244f29_0,1,<b>(동전으로 받기)</b> 네. 대신 두 배로 주시죠.,733b9927-448e-4894-857c-c8eac13e6381_0,,,
45820fbf-e14d-47d9-94e1-73ca251baf94_0,0,살기 위한 선택을 비난할 순 없죠.,720157b9-2119-4e22-bf5e-0ce992500850_0,sc1_true,,sally+5
45820fbf-e14d-47d9-94e1-73ca251baf94_0,1,"어떤 이유든, 범죄는 해답이 될 수 없어요.",4b80f3c1-88f1-4a5b-89f5-4fba4996279e_0,sc1_false,,
fb9c61a8-95fc-4379-85ed-d451dd235805_0,0,,,,,

